BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
02.01.2025;04:30;CET;02.01.2025;06:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;113;130;198;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block B;Konventionell
02.01.2025;04:30;CET;02.01.2025;11:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;83;90;584;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
02.01.2025;04:45;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;108,62;150;353;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
02.01.2025;04:45;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;149,8;334;374,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Sonstiges
02.01.2025;05:00;CET;02.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;250;250;250;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
02.01.2025;05:00;CET;02.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;19;26;38;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Niederrad 1;Konventionell
02.01.2025;05:00;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;43;45;129;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;KMW_KW5;Konventionell
02.01.2025;05:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;31;111;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Halle-Dieselstr HKW-BlockA;Konventionell
02.01.2025;05:00;CET;03.01.2025;00:00;CET;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;933,89;1100;17744;TenneT DE;TenneT DE;Börse;Sonstiges
02.01.2025;05:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;76;136;755;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
02.01.2025;05:30;CET;02.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;264;400;3631;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_10;Konventionell
02.01.2025;05:30;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;581,57;705;10759;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Wilhelmshaven (ENGIE);Konventionell
02.01.2025;05:45;CET;02.01.2025;06:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
02.01.2025;06:00;CET;02.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;82;82;82;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
02.01.2025;06:00;CET;02.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;73;73;73;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_G;Konventionell
02.01.2025;06:00;CET;02.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;181;389;543;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
02.01.2025;06:00;CET;02.01.2025;09:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;74,62;100;242,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6;Konventionell
02.01.2025;06:00;CET;02.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;83;109;1241;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Tiefstack GuD;Konventionell
02.01.2025;06:00;CET;02.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;39;40;501;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Rostock Marienehe;Konventionell
02.01.2025;06:00;CET;02.01.2025;23:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;88;270;264;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
02.01.2025;06:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;138;163;2479;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Wedel1;Konventionell
02.01.2025;06:30;CET;02.01.2025;06:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170;170;42;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Konventionell
02.01.2025;06:30;CET;02.01.2025;07:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;139,33;190;104,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
02.01.2025;06:30;CET;02.01.2025;23:00;CET;Strombedingter Countertrade DE-DK2;Wirkleistungseinspeisung erhöhen;19;40;104;50Hertz;50Hertz;Börse;Sonstiges
02.01.2025;06:45;CET;02.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;135;135;33,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Diele;Erneuerbar
02.01.2025;06:45;CET;02.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;134;134;33,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Emden-Ost;Erneuerbar
02.01.2025;06:45;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;61;95;76;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-31-GUD;Konventionell
02.01.2025;07:00;CET;02.01.2025;08:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;191;191;191;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;LAUSWARD_GUDF;Konventionell
02.01.2025;07:00;CET;02.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;400;400;800;TenneT DE;TenneT DE;OWP UW Büttel;Erneuerbar
02.01.2025;07:00;CET;02.01.2025;09:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;308,13;400;616,25;TransnetBW;TenneT DE;Vorarlberger Ilwerke;Sonstiges
02.01.2025;07:00;CET;02.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;218;230;870;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Bexbach A;Konventionell
02.01.2025;07:00;CET;02.01.2025;15:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;36,13;147;207,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Dörpen-West;Erneuerbar
02.01.2025;07:00;CET;02.01.2025;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;32;88;325;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
02.01.2025;07:00;CET;02.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;112;259;562;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
02.01.2025;07:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;188;290;3190;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
02.01.2025;07:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;302;375;5130;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-II;Konventionell
02.01.2025;07:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;265;681;4246;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
02.01.2025;08:00;CET;02.01.2025;08:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;180;70;TransnetBW;TenneT DE;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
02.01.2025;08:00;CET;02.01.2025;22:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;238;410;3390;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HERDECKE_H6;Konventionell
02.01.2025;08:00;CET;02.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;96;142;1436;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Lichterfelde;Konventionell
02.01.2025;08:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;125;325;748;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
02.01.2025;08:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;124,77;150;1902,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6;Konventionell
02.01.2025;09:00;CET;02.01.2025;09:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;90;90;22;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Konventionell
02.01.2025;09:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;251,36;350;2073,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
02.01.2025;09:45;CET;02.01.2025;19:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;250;1293;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_10;Konventionell
02.01.2025;10:00;CET;02.01.2025;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;21,5;23;43;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk_Pforzheim;Konventionell
02.01.2025;10:00;CET;02.01.2025;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;55,75;63;111,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Pumpspeicherwerk Säckingen RZ TNG;Sonstiges
02.01.2025;10:00;CET;02.01.2025;18:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;24,38;28;195;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk_Pforzheim;Konventionell
02.01.2025;11:00;CET;02.01.2025;13:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;255;300;700;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Bexbach A;Konventionell
02.01.2025;11:00;CET;02.01.2025;14:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;77;90;270;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
02.01.2025;13:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;258;443;2836;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_20;Konventionell
02.01.2025;13:15;CET;02.01.2025;14:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;126;226;94,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Vorarlberger Ilwerke;Sonstiges
02.01.2025;14:00;CET;02.01.2025;17:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;65;180;178,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
02.01.2025;14:15;CET;02.01.2025;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;8;8;6;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HAMMUENTROP_10;Konventionell
02.01.2025;17:00;CET;02.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;467;715;2802;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack 1;Konventionell
02.01.2025;17:15;CET;02.01.2025;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;10;32;34;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
02.01.2025;17:15;CET;02.01.2025;22:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;17;54;70;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Lichterfelde;Konventionell
02.01.2025;17:30;CET;02.01.2025;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;21;35;63;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
02.01.2025;18:15;CET;02.01.2025;20:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;48,57;70;85;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
02.01.2025;19:15;CET;02.01.2025;21:45;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;52;70;130;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
02.01.2025;19:45;CET;02.01.2025;21:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;125,17;154;187,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
02.01.2025;21:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;260;410;780;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf EnBW;Konventionell
02.01.2025;22:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;307;330;614;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
02.01.2025;22:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;306,88;330;613,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
02.01.2025;22:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;45;80;90;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Heilbronn Block 5;Konventionell
02.01.2025;22:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;150;320;300;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
02.01.2025;22:30;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140;240;210;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
02.01.2025;23:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;87,5;140;87,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
02.01.2025;23:00;CET;03.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;500;500;500;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack 1;Konventionell
03.01.2025;00:00;CET;03.01.2025;01:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;175;200;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-II;Konventionell
03.01.2025;00:00;CET;03.01.2025;01:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;160;175;200;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
03.01.2025;00:00;CET;03.01.2025;04:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;230;423;919;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf EnBW;Konventionell
03.01.2025;00:00;CET;03.01.2025;07:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210;230;1470;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block B;Konventionell
03.01.2025;00:00;CET;03.01.2025;12:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;573;810;6873;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Knapsack 1;Konventionell
03.01.2025;00:00;CET;03.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;237;308;2606;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
03.01.2025;00:00;CET;03.01.2025;16:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;576;712;9214;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Schwarze Pumpe (Standort);Konventionell
03.01.2025;00:00;CET;03.01.2025;16:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;381,03;574;6287;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 4;Konventionell
03.01.2025;00:00;CET;03.01.2025;17:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;137,91;145;2344,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Altbach/Deizisau Block 2;Konventionell
03.01.2025;00:00;CET;03.01.2025;17:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;295,57;380;5172,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
03.01.2025;00:00;CET;03.01.2025;18:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;269;387;1682;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;STUMMHAFEN_10;Konventionell
03.01.2025;00:00;CET;03.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;212;425;1911;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf EnBW;Konventionell
03.01.2025;00:00;CET;03.01.2025;21:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;164;319;2961;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Lippendorf VE;Konventionell
03.01.2025;00:00;CET;03.01.2025;22:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;756,39;1560;14560,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP UW Büttel;Erneuerbar
03.01.2025;00:00;CET;03.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;506;700;9619;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
03.01.2025;00:00;CET;03.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;149;248;1338;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Boxberg (Standort);Konventionell
03.01.2025;00:00;CET;03.01.2025;23:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;214;363;2781;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;68;142;1490;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Lichterfelde;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;82;97;1976;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Marzahn;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;221;274;4853;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Berlin Mitte;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;112;158;2695;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H Hamburg Wedel1;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Countertrade DE-DK1;Wirkleistungseinspeisung erhöhen;1100;1100;26400;TenneT DE;TenneT DE;Börse;Sonstiges
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strom- und Spannungsbedingter RD;Wirkleistungseinspeisung erhöhen;48,72;252;219,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Börse;Sonstiges
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;659;810;15824;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Emsland Block D;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;141,67;150;3400;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;498,54;645;11965;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Heizkraftwerk Heilbronn Block 7;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;220;373;3306;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;Jänschwalde (Standort);Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;343;530;8232;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Bexbach A;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;160;3836;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk KMW 2 DT;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;228;375;5465;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-II;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260;260;6240;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;85;85;2040;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Heilbronn Block 5;Konventionell
03.01.2025;00:00;CET;04.01.2025;00:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;321,29;342;7711;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Rheinhafen-Dampfkraftwerk Karlsruhe Block 4;Konventionell
03.01.2025;01:15;CET;03.01.2025;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;36;48;36;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;GERSTEINW_K1 (KapRes);Konventionell
03.01.2025;01:45;CET;03.01.2025;11:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;45;48;380;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NIEHL-31-GUD;Konventionell
03.01.2025;01:45;CET;03.01.2025;15:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;140,87;150;1866,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Altbach/Deizisau Block 1;Konventionell
03.01.2025;01:45;CET;03.01.2025;20:30;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;270,26;450;3648,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Irsching 5;Konventionell
03.01.2025;02:00;CET;03.01.2025;03:00;CET;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;94;94;94;50Hertz;50Hertz & Amprion & TenneT DE & TransnetBW;50H OWP Arkona;Erneuerbar
03.01.2025;02:00;CET;03.01.2025;16:15;CET;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;153,65;164;2189,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 9;Konventionell
